review_id,steamid,language,sentiment,voted_up,created_kst,updated_kst,created_unix,updated_unix,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,review,status,gone_kst,first_seen_kst,last_seen_kst,flip_count,flip_log,review_ko
228319803,76561198017926759,russian,positive,TRUE,2026-06-19 19:06:16,2026-06-21 17:26:39,1781863576,1782030399,0,0,0.5,TRUE,FALSE,"Много доп. контента - добавили фишки из Stardew Valley, например, отношения с жителями деревни и обустройство дома, а также систему смены суток, теперь она в реал тайме; много доп. квестов, помимо основного сюжета. Остался привычный юмор и стиль, добавили крутых анимаций Банчо!

UPD: поиграл подольше, контента очень много, несмотря на то, что он сместился на сухопутное исследование больше, даже добавили локацию в стиле jRPG а-ля Sea of Stars

Но самое крутое это пиздить макак палкой в ресторане, 10/10",active,,2026-06-19 19:28:16,2026-06-30 10:10:19,0,,
228319861,76561199419136962,schinese,positive,TRUE,2026-06-19 19:07:31,2026-06-19 19:07:31,1781863651,1781863651,0,0,0.5,FALSE,FALSE,新DLC非常好玩，各种玩法层出不穷，期待班乔新作,active,,2026-06-19 19:28:16,2026-06-30 10:10:19,0,,
228320080,76561197968490972,schinese,negative,FALSE,2026-06-19 19:12:07,2026-06-19 19:12:07,1781863927,1781863927,1,0,0.5049,TRUE,FALSE,"全是无效冗长的跑腿,小游戏,回合制战斗,制作组的小心完全不在水下,新的鱼根本没几只,难受",active,,2026-06-19 19:28:16,2026-06-30 10:10:19,0,,"전부 쓸모없고 지루한 심부름, 미니게임, 턴제 전투뿐이고, 개발진은 수중 콘텐츠에 전혀 신경을 쓰지 않았으며, 새로운 물고기도 거의 없어서 정말 답답하다"
228320365,76561199776484522,schinese,positive,TRUE,2026-06-19 19:18:16,2026-06-19 19:18:16,1781864296,1781864296,4,0,0.5175,TRUE,FALSE,最近刚好在玩本体，dlc竟然联动鸣潮果断立刻入手。玩起来太爽了，支持ds5手柄的扬声器，hd振动，自适应扳机，作为一个独立游戏适配的不输很多大作。开箱，鱼叉，枪械，呼叫救生舱声音都从手柄里传出来，沉浸感拉满,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228320368,76561198090102104,thai,positive,TRUE,2026-06-19 19:18:23,2026-06-19 19:18:23,1781864303,1781864303,1,0,0.5238,TRUE,FALSE,"ตอนแรกนึกว่าจะสั้นๆและไม่ค่อยมีอะไร แต่นี้เกือบจะกลายเป็นเกมใหม่ได้เลย ระบบต่างๆที่มาใหม่ลงตัวกำลังดี เนื้อเรื่องใช้ได้ มุกที่ชงมาแล้วตบก็ใช้ได้ (แม้บางอันไม่เก็ต) และใน DLC นี้ Easter eggs, Refs และ คอลแลปเยอะมาก เหมือน DLC นี้คือคำขอบคุณที่สนับสนุนเกมนี้",active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228321101,76561199030186867,schinese,negative,FALSE,2026-06-19 19:33:55,2026-06-19 19:33:55,1781865235,1781865235,12,0,0.5561,TRUE,FALSE,在村庄里走动的时候非常非常非常费劲，必须一直按着跑动也只能从非常非常慢变成非常慢，是要怎么样？摇树砍树砍竹子都费劲，连看三次动画还要精准拾取三次，在有时间流逝的情况下这个拉长我收集效率的设定意义在哪里？纯恶心我？还有村庄画面抖动严重，完全是不正常的卡顿，作为一个固定视角游戏能给人玩到头晕。进出房屋就一个黑屏切过去。水下的枪说是可以更换形态，但换起来效率慢，手感差，想在打架的时候切枪是不可能的。。。力竭了，有多期待就有多无语,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,"마을을 돌아다닐 때 정말 정말 정말 힘들어요. 계속 달리기 버튼을 누르고 있어도 속도가 ‘정말 정말 느림’에서 ‘정말 느림’으로밖에 안 올라가는데, 도대체 어떻게 하라는 건가요? 나무를 흔들거나 베거나 대나무를 베는 것도 힘들고, 애니메이션을 세 번이나 봐야 하며 세 번이나 정확하게 주워야 합니다. 시간이 흐르는 상황에서 제 수집 효율을 떨어뜨리는 이 설정의 의미가 도대체 뭡니까? 그냥 저를 괴롭히려는 건가요? 게다가 마을 화면이 심하게 떨리고, 완전히 비정상적인 버벅임이 발생해요. 고정 시점 게임 치고는 플레이하다 보면 어지러울 정도예요. 집 안팎을 드나들 때마다 화면이 검게 변했다가 바로 전환되죠. 수중 총은 형태를 바꿀 수 있다고는 하지만, 전환 속도가 느리고 조작감도 나빠서 전투 중에 총을 바꾸는 건 불가능해요... . 정말 지쳤어요. 기대했던 만큼 실망스럽네요."
228321186,76561198437733437,schinese,negative,FALSE,2026-06-19 19:35:28,2026-06-20 15:30:10,1781865328,1781937010,1,0,0.5046,TRUE,FALSE,"你现在的当务之急是把这个傻逼鲛人村plus的狗屎通马桶任务和地面除了做饭以外的nc玩法全部削减甚至删除，然后再狠狠的给这低能古风翻译两巴掌
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
翻译第二天就改了，收到反馈后行动迅速的制作者值得点赞👍
但是我想玩的是潜水员戴夫，不是沟槽的jrpg，为什么要缝这么多和核心玩法无关的东西在主线里。。。。。。。而且还是33那种要判定qte的jrpg,我是来往玩休闲游戏的好吗",active,,2026-06-19 20:38:28,2026-06-30 10:10:19,1,2026-06-22 02:05:10 positive->negative,"지금 당장 해야 할 일은 이 멍청한 ‘인어 마을 플러스’의 개똥 같은 변기 뚫기 퀘스트와, 요리 외의 모든 멍청한 지상 플레이 요소를 대폭 축소하거나 아예 삭제한 다음, 이 저질 고풍 번역에 따귀 두 대를 팍팍 때려주는 것이다
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
번역이 이틀 만에 수정되었네요. 피드백을 받고 신속하게 대응한 제작자에게 박수를 보냅니다👍
하지만 제가 하고 싶은 건 ‘다이버 데이브’지, 구식 JRPG가 아니에요. 왜 메인 스토리에 핵심 게임플레이와 무관한 요소들을 이렇게 많이 끼워 넣은 건가요…… 게다가 33처럼 QTE 판정이 필요한 JRPG라니, 전 그냥 캐주얼 게임을 하러 온 건데 말이죠."
228321308,76561197971310175,english,positive,TRUE,2026-06-19 19:38:11,2026-06-19 19:38:11,1781865491,1781865491,2,0,0.5238,FALSE,FALSE,Fantastic Expansion with more than 10 hours of Content! Absolutely worth the price!,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228321922,76561199846521515,english,positive,TRUE,2026-06-19 19:50:45,2026-06-19 19:50:45,1781866245,1781866245,4,0,0.4826,TRUE,FALSE,"This is one of the best DLC I have played. Huge volume, just same old fun. 
It really is a great gift for DtD fans. Thank you for making this. Long live the diver.",active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228321956,76561199192268662,schinese,positive,TRUE,2026-06-19 19:51:25,2026-06-19 19:51:25,1781866285,1781866285,1,0,0.5,FALSE,FALSE,首先好玩是肯定的，但是bug也挺多的两天打了13小时结束了，然后给我卡出来了，少8小时时间，最后就是联动东西挺多总体有七十多的任务，还是推荐玩一下的。期待新作或者新dlc。,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228322293,76561198003568921,tchinese,negative,FALSE,2026-06-19 19:58:22,2026-06-19 19:58:22,1781866702,1781866702,2,1,0.5093,TRUE,FALSE,"製作組應該去玩一次爾達時之笛,學學30年前的自適應按鍵,這款遊戲有4種執行(RT,A,X,Y),就不會因環境自動改變壓縮操作嗎?",active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,"제작진은 ‘젤다의 전설: 시간의 피리’를 한 번쯤 해보고, 30년 전의 적응형 버튼 시스템을 배워야 하지 않을까요? 이 게임에는 4가지 조작 방식(RT, A, X, Y)이 있는데, 환경에 따라 조작 방식이 자동으로 조정되지 않는 건가요?"
228322797,76561199473381993,schinese,positive,TRUE,2026-06-19 20:09:01,2026-06-21 00:37:07,1781867341,1781969827,0,0,0.5,TRUE,FALSE,挺有意思的，还和一些我喜欢的游戏联动了，我感觉总的来说不是很枯燥。,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228322885,76561198377106982,koreana,positive,TRUE,2026-06-19 20:10:39,2026-06-19 20:10:39,1781867439,1781867439,3,0,0.5075,TRUE,FALSE,too short...,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,too short...
228322989,76561198276224440,schinese,positive,TRUE,2026-06-19 20:12:30,2026-06-19 20:31:07,1781867550,1781868667,13,8,0.614,TRUE,FALSE,wuwa联动好评，myg不会以为这是米游社吧？哈哈哈,active,,2026-06-19 20:38:28,2026-06-30 10:10:19,0,,
228323701,76561198985657491,schinese,negative,FALSE,2026-06-19 20:27:21,2026-06-19 20:39:05,1781868441,1781869145,4,4,0.3632,TRUE,FALSE,只是玩玩法的话，那是真不错。但！！！班乔硬扯文言文真的莫名反感我真的不理解为什么要硬文言文，很尴尬很生硬，请的是文科佳豪翻译的吗？最莫名其妙的就是？？？？？？？鸣潮都有得来联动，就算了还是跟最令人讨厌的npc联动绑定……现在更加反感这波联动我个人认为这样的联动真的令人莫名其妙，你说联动喵斯快跑这些都还好毕竟本体就是有联动的那还说的过去。其他的联动出场的方式至少都不会令人厌恶。这个dlc啥都好唯独就是文言文和鸣潮联动太……令我反感了，因为这两个大问题直接让我觉得这dlc真的 拉爆了,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,"그냥 재미로 즐기는 거라면 정말 괜찮아요. 하지만!!! 반조가 억지로 고전 문체를 쓰는 건 정말 이유 모르게 거슬려요. 왜 굳이 고전 문체를 써야 하는지 정말 이해할 수 없어요. 너무 어색하고 딱딱해요. 인문계 출신인 자하오가 번역한 건가요? 가장 이해하기 힘든 점은??? ???? 메이지오와도 콜라보할 수 있는데, 그건 그렇다 치더라도 가장 싫어하는 NPC와 콜라보를 묶어놓다니…… 이제 이 콜라보에 더 큰 반감을 느낍니다. 개인적으로 이런 콜라보는 정말 이해하기 어렵습니다. ‘미아오스, 빨리 도망쳐’ 같은 콜라보는 본편에 이미 콜라보 요소가 있으니 그나마 납득이 가지만요. 다른 콜라보 등장 방식은 적어도 혐오감을 주지는 않거든요. 이 DLC는 뭐든 다 괜찮은데, 유독 고전 문어체와 명조 콜라보만 너무… 역겨워요. 이 두 가지 큰 문제 때문에 이 DLC가 정말 최악이라고 느껴지네요."
228323901,76561198887158052,schinese,negative,FALSE,2026-06-19 20:31:18,2026-06-19 20:31:18,1781868678,1781868678,1,0,0.478,TRUE,FALSE,总结：通关了七章也就两张新地图，奔着养新鱼去的结果不能养鱼很大一个缺点，后期种地摘果子十分繁琐，非常慢还得一下一下来，非常浪费时间不如蓝洞自动化工厂，难度系数略高，想玩的可以等打折再买,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,"정리: 7장을 클리어했는데 새로운 맵은 두 개뿐입니다. 새로운 물고기를 키우려고 시작했는데, 정작 물고기를 키울 수 없다는 점이 큰 단점입니다. 후반부에 농사 짓고 과일을 따는 과정이 매우 번거롭고, 한 번에 하나씩 해야 해서 시간이 많이 걸립니다. 블루홀의 자동화 공장에 비해 시간 낭비가 심합니다. 난이도도 약간 높은 편이니, 플레이해보고 싶은 분들은 할인될 때까지 기다렸다가 구매하는 게 좋습니다."
228323932,76561198054853050,english,positive,TRUE,2026-06-19 20:32:05,2026-06-19 20:32:05,1781868725,1781868725,5,1,0.5345,FALSE,FALSE,"If you liked the base game and want more then BUY THIS NOW - YOU WILL NOT REGRET IT!!

All the charm and fun from the base game, but just more of it as well as some different mechanics, new characters, new diving zones and new recipes. What's not to love?!",active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,
228324516,76561199251441395,schinese,negative,FALSE,2026-06-19 20:43:50,2026-06-21 23:21:07,1781869430,1782051667,1,0,0.5012,TRUE,FALSE,怎么说，为什么要塞这么多莫名奇妙的任务，虽说白天时间够下两次水，但是剩下时间既想要搞任务，还要收集菜啊，昆虫啊，挖矿啊还是很赶。还有戴夫这屎一样的移动速度，有了车以后感觉体验还是很差。主要鱼的种类也没多多少，我来玩戴夫是为通马桶吗，我不是为了探索等等吗，还有动画也没以前用心了感觉，虽然dlc只要几十，但只有这种水平还是蛮让人失望的。为什么最后要安排柯布拉断臂剧情，只是为了致敬吗，岸上只有小手枪？真的脑瘫，就是为了给肥仔新剧情吗，还不如安排其他人来这里体验新料理合理点。还有钱真的不够，卖东西也不太行，这钱获取也是真的答辩。,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,"뭐랄까, 왜 이렇게 엉뚱한 퀘스트를 잔뜩 집어넣은 건지. 낮 시간 동안 두 번은 물속에 들어갈 수 있지만, 남은 시간 동안 퀘스트도 하고 채소나 곤충도 채집하고 광물도 채굴해야 하니 여전히 시간이 벅차다. 게다가 데이브의 이 똥 같은 이동 속도, 차를 얻었음에도 플레이 경험은 여전히 형편없어요. 무엇보다 물고기 종류도 별로 늘지 않았고, 제가 데이브를 하는 건 변기 막힘을 뚫으려고 온 건가요? 탐험 같은 걸 하려고 온 게 아닌데 말이죠. 애니메이션도 예전만큼 정성을 들인 느낌이 안 들고요. DLC 가격이 몇 십 정도밖에 안 하지만, 이 정도 수준이라면 꽤 실망스럽네요. 왜 마지막에 코브라의 팔이 잘리는 스토리를 넣은 건가요? 단지 오마주 때문인가요? 육지에는 작은 권총밖에 없나요? 정말 멍청한 설정이네요. 뚱보에게 새로운 스토리를 주기 위해서였나요? 차라리 다른 캐릭터가 이곳에서 새로운 요리를 체험하게 하는 편이 더 합리적이었을 텐데요. 게다가 돈이 정말 부족하고, 물건을 파는 것도 별로 안 되네요. 이 돈 벌이는 방식도 정말 답답합니다."
228325096,76561198444062218,schinese,positive,TRUE,2026-06-19 20:55:02,2026-06-19 20:55:02,1781870102,1781870102,12,0,0.6044,TRUE,FALSE,可能是我被那些不当人的游戏大厂驯化好了，以至于我看到有一个游戏的dlc在内容和体量上几乎等于游戏本体，我既然会觉得有些泪目，不是无脑的开续作割韭菜，用心的做了一个几乎全新的游戏出来，本体结尾的时候我就发现这个团队绝对是抱着对游戏的热爱来制作的，没想到dlc给我带来的体验也这么好，十分我真的要给九分了，好久没这么感动过了，对了，至于那一分扣在哪里，等你进游戏看到一个满口文言文的黑人就知道了，虽然应该是汉化组背锅就是了。,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,
228325839,76561197988155414,english,positive,TRUE,2026-06-19 21:08:49,2026-06-19 21:08:49,1781870929,1781870929,12,1,0.6036,TRUE,FALSE,"I've played the DLC for ~5 - 8 hours. So far it's more great Dave the Diver content. Story, new environment, and more of the core gameplay that made the original fun - fishing and cooking minigame. They solve some overpoweredness with new-place specific answers, which makes sense. In a way I think they managed to strike quite a good balance between feeling overpowered from the start but also feeling underpowered again.

There are some odd decisions, time-limits during the day (but hardly notice those) and no achievements (what the heck is that about), but overal for fans of the original this is a must play to get more Dave.

Now let's hope next up is a full sequel",active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,
228326708,76561198241338214,schinese,negative,FALSE,2026-06-19 21:23:39,2026-06-19 21:23:39,1781871819,1781871819,1,0,0.5238,TRUE,FALSE,小游戏太多了,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,미니게임이 너무 많아요
228327709,76561199113319872,schinese,positive,TRUE,2026-06-19 21:40:32,2026-06-19 21:40:32,1781872832,1781872832,0,0,0.5,TRUE,FALSE,整体还是与预想的有偏差,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,
228327994,76561198430340912,koreana,positive,TRUE,2026-06-19 21:45:07,2026-06-19 21:45:07,1781873107,1781873107,2,0,0.5,TRUE,FALSE,"DLC인데 양이 어마어마하고, 할 게 끊임없이 나옵니다. 본편 재밌게 플레이하셨으면 무조건 사세요. 
12000원 주고 사기 미안한 게임입니다...ㄷㄷ",active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,"DLC인데 양이 어마어마하고, 할 게 끊임없이 나옵니다. 본편 재밌게 플레이하셨으면 무조건 사세요. 
12000원 주고 사기 미안한 게임입니다...ㄷㄷ"
228328113,76561198834124343,schinese,positive,TRUE,2026-06-19 21:46:52,2026-06-19 21:46:52,1781873212,1781873212,2,0,0.5421,TRUE,FALSE,"先说结论：作为一个30出头的DLC完全值回票价，流程长度10-15小时，强烈推荐购买
优点：
1.无需进行太多重复劳动即可体验大部分内容，本体我开修改器缓解腻味，但DLC完全没有这个必要
2.新增神器丛林枪，狙击散弹步枪网枪四合一，四种功能分别升级，到后面更是有一枪200的超绝狙击
3.独特的像素美术依旧优秀，丛林风光非常美丽
4.神人动画数量质量依旧在线
5.老角色和村民们的塑造都很在线，有血有肉，可惜最后缺个告别合照之类的
6.水下风光依旧美丽，新增大量鱼种，知名的比如塔利怪物，草鱼，食人鱼，清道夫，鲟，萨卡班甲鱼，鱼龙，巨骨舌鱼，鲶鱼，剑射鱼，鳄鱼，滑齿龙等等等等
7.新增不少近战武器，回旋镖，软剑，大扇子，沙锤，锣等等
8.乌塔拉村的设计堆料明显，功能多样，甚至居民内部装潢都有细致刻画，可互动要素非常丰富
9.昆虫收集我很喜欢，但这个斗虫系统就做的有点难评了，纯猜拳并且失误代价过大
10.大量联动（喵斯，去月球，鸣潮，人类一败涂地，鬼灭之刃，割绳子，泰拉瑞亚，米塔，双点博物馆......）以及致敬（007，怪猎，生化，狮子王，合金装备，漫威，伊藤润二）
强烈推荐奥姆和漂泊者员工，非常好用
11.依旧延续了本体的优秀捕鱼，端菜，探索等体验
12.大量小游戏，动物积木，打椰子，飙车，拔草，抓猴子，音游，割绳子，打靶，甚至配备了跳过功能
13.有雷霆大鳄鱼和雷霆大野猪
你说你有点难追，想让我知难而退
礼物不需挑最贵，只要香榭的落叶
营造浪漫的约会，不害怕搞砸一切
拥有你就拥有全世界
亲爱的，爱上你
从那天起，甜蜜的很轻易
亲爱的，别任性
你的眼睛，在说我愿意
14.一进森林玩到回合制迷宫探索的时候我真的震惊了，我非常喜欢，在这里写点心得：戴夫可出伤可出肉，后面有个海虎爆破拳技能非常猛，柯布拉伤害高全点伤害就行；妹子主打辅助；！出来前一刻按空格就可完美攻击或闪避

缺点：
1.班乔翻译出大问题，本体虽然也小生小生的说，但DLC实在是太古风小生了，“了”全变成“矣”，一堆“贵公”“拙者”实在绷不住
2.最后少了场BOSS战，不过瘾啊，我还以为能打雷霆龙王鲸呢（不过体内那一段很有趣，也很恶趣味）

接近完美的DLC，玩得很开心，等《料理人班乔》了",active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,
228328622,76561198015039798,koreana,positive,TRUE,2026-06-19 21:55:44,2026-06-19 21:55:44,1781873744,1781873744,1,0,0.5,TRUE,FALSE,"도전과제 추가 없는것과 본편콘텐츠 연계라던가 하는 부분이 없어서 데이브 자체의 볼륨이 커지지 않아 너무너무 아쉬웠지만 말그대로 아쉽기만 할뿐.. 얼리액세스부터 나온다고 말도 안했던 디엘씨가 나와서 너무 기쁘고 행복해요! 출시일 뜨자마자 달력에 적어놓고 기다렸어요! 그리고 게임 곳곳, 중간중간에 숨겨진 애정캐릭터들 찾는것도 너무 좋아요! 죽을때까지 확장팩내주세요!",active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,"도전과제 추가 없는것과 본편콘텐츠 연계라던가 하는 부분이 없어서 데이브 자체의 볼륨이 커지지 않아 너무너무 아쉬웠지만 말그대로 아쉽기만 할뿐.. 얼리액세스부터 나온다고 말도 안했던 디엘씨가 나와서 너무 기쁘고 행복해요! 출시일 뜨자마자 달력에 적어놓고 기다렸어요! 그리고 게임 곳곳, 중간중간에 숨겨진 애정캐릭터들 찾는것도 너무 좋아요! 죽을때까지 확장팩내주세요!"
228328656,76561198387817093,tchinese,positive,TRUE,2026-06-19 21:56:15,2026-06-19 21:56:15,1781873775,1781873775,4,0,0.5603,TRUE,FALSE,DLC要素太多（褒,active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,
228328906,76561198021024602,koreana,positive,TRUE,2026-06-19 22:00:31,2026-06-19 22:01:08,1781874031,1781874068,3,0,0.5045,TRUE,FALSE,"재미는 있고 할만함 근데 3년간의 기다림을 충족할 수준은 아닌 듯

본편 좀 성공했다고 월클 병 좀 버려라 진짜 그간 의미 없는 콜라보 같은 dlc만 없었어도 이것보다는 게임을 즐기던 팬층과 유저들의 니즈를 더 충족했을듯

개인적으로 그냥 예상했던 수준에 만족한 정도인 듯 재미는 있긴한데 한계점도 명확히 들어난 dlc라고 생각됨

현재 개발중인 '반쵸'에 대한 기대감도 줄어 들만한 dlc, 정글 dlc이정도인데 중간에 용과같이  콜라보 한 최악의 dlc만든게 이해가 안 감

다음 dlc나 후속편이 나올지는 모르겠으나 특이점이 없는 한 지금이 고점임",active,,2026-06-19 22:35:06,2026-06-30 10:10:19,0,,"재미는 있고 할만함 근데 3년간의 기다림을 충족할 수준은 아닌 듯

본편 좀 성공했다고 월클 병 좀 버려라 진짜 그간 의미 없는 콜라보 같은 dlc만 없었어도 이것보다는 게임을 즐기던 팬층과 유저들의 니즈를 더 충족했을듯

개인적으로 그냥 예상했던 수준에 만족한 정도인 듯 재미는 있긴한데 한계점도 명확히 들어난 dlc라고 생각됨

현재 개발중인 '반쵸'에 대한 기대감도 줄어 들만한 dlc, 정글 dlc이정도인데 중간에 용과같이  콜라보 한 최악의 dlc만든게 이해가 안 감

다음 dlc나 후속편이 나올지는 모르겠으나 특이점이 없는 한 지금이 고점임"
228329427,76561198066133751,koreana,positive,TRUE,2026-06-19 22:08:30,2026-06-19 22:08:30,1781874510,1781874510,0,0,0.5,TRUE,FALSE,"노가다가 좀 많긴한데, 할만해요",active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,"노가다가 좀 많긴한데, 할만해요"
228329597,76561199299996525,schinese,positive,TRUE,2026-06-19 22:11:42,2026-06-19 22:11:42,1781874702,1781874702,0,0,0.5,TRUE,FALSE,小游戏设计的挺有意思 比原版增加了一些丰富性,active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228329694,76561198450397472,schinese,positive,TRUE,2026-06-19 22:13:16,2026-06-19 22:16:38,1781874796,1781874998,1,0,0.5181,TRUE,FALSE,"坏消息：缝合怪。
好消息：什么都缝了，有超多致敬经典环节，大概8个小时之内就能通关的剧情，总体来说还不错，玩的很轻松，就是结局有点小刀呜呜。",active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228329811,76561198215336425,schinese,negative,FALSE,2026-06-19 22:15:36,2026-06-19 22:42:53,1781874936,1781876573,0,0,0.5,TRUE,FALSE,不好玩，和本期差距很大，而且和其他DLC也有很大差距，捕鱼很少多数是在村里做任务，慎重入手，设计的玩的想睡觉，而且那个时间控制，搞得和上班一样，没有主体的休闲，连养殖和种植都改的不能全自动，而且实在不行可以设计养殖系统七七八八的，,active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,"재미가 없고, 이번 에피소드와는 차이가 크며, 다른 DLC와도 큰 차이가 있습니다. 낚시할 기회는 거의 없고 대부분 마을에서 퀘스트를 수행하게 됩니다. 구매를 신중히 고려하세요. 게임 디자인이 지루해서 잠이 올 지경이고, 시간 관리 시스템 때문에 마치 출근하는 것처럼 느껴집니다. 핵심이 없는 캐주얼 게임인데, 사육과 재배조차 완전 자동으로 할 수 없게 변경되었습니다. 차라리 사육 시스템을 대충이라도 만들어 놓을 수 있었을 텐데 말이죠."
228329962,76561198433215391,schinese,negative,FALSE,2026-06-19 22:18:16,2026-06-19 22:18:16,1781875096,1781875096,1,0,0.5181,TRUE,FALSE,这走路速度是人啊，翻个200%再说吧,active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,이 걸음 속도가 사람 수준이야? 200%는 올려야지.
228330734,76561198244676184,schinese,positive,TRUE,2026-06-19 22:31:02,2026-06-19 22:31:02,1781875862,1781875862,0,0,0.5,TRUE,FALSE,"水下内容太少了，这些抓虫子，钓鱼，rpg我完全不感兴趣。
价格25左右对标本体内容量",active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228331265,76561198272523545,polish,positive,TRUE,2026-06-19 22:40:01,2026-06-19 22:40:01,1781876401,1781876401,0,0,0.5,TRUE,FALSE,Absolutne kino,active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228331508,76561198191791555,tchinese,positive,TRUE,2026-06-19 22:43:25,2026-06-19 22:43:25,1781876605,1781876605,0,0,0.5,TRUE,FALSE,"撇開翻譯問題 遊戲內容新的陸地玩法 一樣很讚 缺點就是 好短啊!!!!
反而希望再來一波 大的DLC 內容更長一點 !!
",active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228331588,76561199465629547,schinese,positive,TRUE,2026-06-19 22:44:46,2026-06-19 22:44:46,1781876686,1781876686,1,0,0.5181,TRUE,FALSE,现在的当务之急是把陆地上那些乱七八槽的和潜水不相干的任务删掉一大半，眼花缭乱的各种缝合玩法简直是画蛇添足，去掉星露谷式给这群村民送礼加好感才能让他们进店里吃饭的设定（部分甚至还没有星露谷角色讨喜）和村民聊聊天接几个任务就够了，重点多钻研水下内容,active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228331623,76561198042512462,english,positive,TRUE,2026-06-19 22:45:15,2026-06-19 22:45:15,1781876715,1781876715,2,0,0.5,TRUE,FALSE,"FYI, a lot of the bad reviews are about the Chinese translation. So far I’m enjoying it so there’s that?",active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228331864,76561198099717345,schinese,positive,TRUE,2026-06-19 22:48:53,2026-06-19 22:48:53,1781876933,1781876933,0,0,0.5,TRUE,FALSE,"这个DLC体量很大，说是十小时内容，我已经十五六个小时了还没通关，还有很多内容。
不得不说，小游戏是真的多，而且没一个重复的，感觉像是小时候在玩小霸王99合一，虽然小游戏有好有坏，但是开发难度和制作诚意没得说，过场的抽象小动画比本体更搞，总能让人会心一笑。
我看很多人都在喷文言文和联动，在我这我不觉得有啥影响，但是有几点体验很不好：
1、最难受的就是丛林枪的升级，都是要一些大鱼的稀有材料，这鬼东西是真的很难掉，而且下一次水就一只，太尼玛折磨了，有时候七八只都不掉一个，让我想起本体刷乌贼皮刷到吐。
2、没有养鱼场，全靠手动肝，食材等级一刷一个不吱声。农场只能一个个种一个个收，时间还自动的，捡着捡着天黑了。
3、催眠这东西给你放在丛林枪等级很后面，我都玩到后期了，依然没解锁睡眠攻击，大鱼依然只能手动杀，太费力气。而且DLC大鱼血条也太厚了，一只要杀半天，简直折磨。",active,,2026-06-19 23:35:06,2026-06-30 10:10:19,0,,
228332673,76561198050365024,english,positive,TRUE,2026-06-19 23:01:36,2026-06-19 23:01:36,1781877696,1781877696,2,0,0.5311,TRUE,FALSE,"Gotta say, I'm seeing some weird negative reviews.

First, you have people complaining about time limits. We have time limits now during the day but they're so generous that you rarely notice. It's perfectly in line with the passage of time in your average cosy farming sim. You get most of the things done that you need to do that day and it's not like you miss out on content if you run out of time to do a certain thing. Just do them the next day... I don't see the issue here.

Then you have people leaving negative reviews solely for the beetle battle minigame. Yeah, it's rock, paper, scissors. It never pretended to be anything else. Again, where's the big issue? You don't have to engage with it if it bothers you this much, not that I can even comprehend how it could be this bothersome to anyone. How does it take away from everything else that's fun here? Did you guys leave Crimson Desert a negative review too for the rock, paper, scissors minigame in it?

Overall, it's just more Dave the Diver with a few new mechanics and a new setting. If you liked the base game, I don't see why you wouldn't enjoy this.",active,,2026-06-20 00:08:35,2026-06-30 10:10:19,0,,
228332903,76561199088962093,english,positive,TRUE,2026-06-19 23:05:24,2026-06-19 23:05:24,1781877924,1781877924,0,0,0.5,TRUE,FALSE,nice,active,,2026-06-20 00:08:35,2026-06-30 10:10:19,0,,좋아요
